user_id,company_name,signup_date,plan,monthly_fee,customer_status,last_login,total_revenue_generated,ticket_id,issue_type,priority,submission_date,resolution_date,ticket_status,feedback_score,ticket_resolution_time
364,"Dixon, Gray and Ruiz",2023-06-05,Starter,47,Canceled,2023-06-13,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
365,Martinez-Williams,2024-04-03,Enterprise,199,Active,2024-12-07,2985,84,Feature Request,Medium,2024-03-18,2024-04-09,In Progress,0.0,22.0
366,Jimenez-Mcpherson,2023-07-16,Professional,97,Canceled,2024-01-15,873,353,Other,High,2024-04-03,2024-04-22,Resolved,4.0,19.0
367,"Velazquez, Peterson and Delgado",2024-10-04,Starter,47,Active,2024-10-04,752,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
368,"Davis, Marquez and James",2023-09-25,Starter,47,Canceled,2024-05-18,235,991,Feature Request,High,2024-10-08,2024-10-30,Resolved,4.0,22.0
369,Arroyo LLC,2023-03-24,Enterprise,199,Canceled,2024-03-25,398,347,Billing Query,Low,2024-05-27,2024-05-30,Resolved,3.0,3.0
369,Arroyo LLC,2023-03-24,Enterprise,199,Canceled,2024-03-25,398,767,Other,Low,2024-11-10,2024-11-11,Resolved,5.0,1.0
370,Ortiz-Day,2023-03-18,Professional,97,Active,2025-01-28,1261,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
371,Martin LLC,2024-04-05,Starter,47,Canceled,2024-10-21,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
372,Clark-Reynolds,2023-08-18,Professional,97,Active,2024-12-14,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
373,"Pena, Wu and Nguyen",2024-01-05,Starter,47,Canceled,2024-06-09,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
374,Pittman and Sons,2024-08-26,Enterprise,199,Active,2025-01-02,2786,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
375,Gutierrez LLC,2024-01-06,Enterprise,199,Active,2024-09-05,597,901,Other,High,2024-12-29,,Open,0.0,0.0
376,"Berg, Washington and Boyd",2024-11-13,Starter,47,Canceled,2024-12-25,141,413,Feature Request,High,2024-12-17,2025-01-14,Resolved,5.0,28.0
376,"Berg, Washington and Boyd",2024-11-13,Starter,47,Canceled,2024-12-25,141,874,Login Issues,Medium,2024-06-19,,Open,0.0,0.0
377,Robinson-Marshall,2024-06-12,Starter,47,Active,2024-12-01,47,623,Other,High,2024-12-28,2025-01-07,Resolved,3.0,10.0
378,Jenkins-Hamilton,2024-06-25,Starter,47,Active,2024-10-19,329,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
379,Stone-Gill,2023-09-24,Starter,47,Canceled,2024-03-07,235,288,Login Issues,High,2024-06-12,2024-06-24,In Progress,0.0,12.0
380,"Williams, Shannon and Singleton",2023-09-06,Professional,97,Active,2024-09-09,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
381,Dunn-Frazier,2024-08-28,Starter,47,Active,2025-01-05,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
382,Brown-Farmer,2023-07-31,Professional,97,Active,2024-11-26,776,151,Other,High,2024-07-08,,Open,0.0,0.0
383,Stokes-Lynch,2023-06-03,Professional,97,Active,2023-06-14,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
384,Francis-Russo,2024-04-17,Enterprise,199,Active,2024-09-12,1990,344,Technical Issue,Low,2024-08-30,2024-09-13,Resolved,5.0,14.0
385,Schneider Inc,2024-09-28,Starter,47,Canceled,2024-10-12,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
386,Gregory-Valentine,2023-02-05,Enterprise,199,Canceled,2024-10-26,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
387,Thompson Group,2023-02-24,Starter,47,Canceled,2024-01-05,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
388,Moore-Peterson,2023-12-16,Starter,47,Active,2024-01-01,846,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
389,Burton LLC,2023-06-16,Starter,47,Canceled,2024-11-17,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
390,"Shannon, Carlson and Contreras",2023-02-09,Professional,97,Canceled,2024-01-27,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
391,Adkins-Thomas,2024-06-26,Professional,97,Canceled,2024-10-29,1164,355,Login Issues,High,2024-11-27,2024-12-26,Resolved,3.0,29.0
392,Carson Ltd,2023-06-21,Starter,47,Active,2024-05-01,893,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
393,George Inc,2023-03-27,Starter,47,Canceled,2025-01-17,517,593,Other,Medium,2024-04-03,,Open,0.0,0.0
394,May Ltd,2023-02-25,Professional,97,Canceled,2024-01-26,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
395,Gray Ltd,2024-01-10,Professional,97,Canceled,2024-01-18,776,26,Technical Issue,Medium,2024-07-09,2024-07-17,In Progress,0.0,8.0
395,Gray Ltd,2024-01-10,Professional,97,Canceled,2024-01-18,776,334,Feature Request,Low,2024-10-27,2024-11-09,In Progress,0.0,13.0
395,Gray Ltd,2024-01-10,Professional,97,Canceled,2024-01-18,776,482,Other,High,2024-10-23,2024-10-25,In Progress,0.0,2.0
396,Benjamin and Sons,2024-05-22,Starter,47,Canceled,2024-05-24,94,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
397,Martinez PLC,2024-08-04,Professional,97,Active,2024-12-04,2037,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
398,Davis-Garcia,2024-07-19,Starter,47,Active,2024-08-02,282,474,Feature Request,High,2024-05-24,2024-06-21,Resolved,5.0,28.0
399,Sanchez-Anderson,2024-06-28,Enterprise,199,Canceled,2024-10-26,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
400,Gonzalez Ltd,2023-10-15,Enterprise,199,Active,2024-08-15,2786,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
401,Byrd Inc,2023-07-02,Starter,47,Canceled,2024-05-31,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
402,Dawson-Powers,2024-08-24,Starter,47,Active,2024-10-21,329,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
403,"Ortega, Sullivan and Roberson",2024-10-14,Starter,47,Active,2024-10-15,329,422,Login Issues,High,2024-12-27,,Open,0.0,0.0
404,Ponce-Young,2023-09-19,Professional,97,Canceled,2023-11-03,194,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
405,"Brown, Vega and Arias",2024-12-25,Professional,97,Canceled,2025-01-12,1164,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
406,"Obrien, Ray and Roberts",2023-07-29,Professional,97,Canceled,2024-03-21,1067,322,Other,High,2024-10-11,,Open,0.0,0.0
407,"Chan, Gaines and Sanchez",2025-01-25,Starter,47,Active,2025-02-01,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
408,Johnson-Howard,2024-03-08,Starter,47,Canceled,2024-06-18,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
409,Carter and Sons,2024-06-18,Enterprise,199,Canceled,2024-10-04,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
410,Weaver LLC,2023-11-11,Starter,47,Canceled,2024-03-15,564,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
411,Stark Ltd,2023-06-26,Starter,47,Active,2024-05-03,893,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
412,"Williams, Rhodes and Davies",2024-02-01,Starter,47,Canceled,2024-03-18,470,681,Login Issues,High,2024-07-07,2024-07-28,Resolved,2.0,21.0
413,"Barron, Hansen and Gentry",2024-01-21,Starter,47,Canceled,2024-09-02,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
414,"Harrison, Henderson and Watts",2023-09-05,Professional,97,Active,2024-03-19,291,312,Other,High,2024-03-05,2024-03-17,Resolved,2.0,12.0
415,Lawson LLC,2023-09-10,Professional,97,Canceled,2023-12-05,485,691,Other,Low,2024-04-02,2024-04-13,Resolved,2.0,11.0
416,Nichols-Brown,2023-06-03,Professional,97,Canceled,2023-09-10,291,287,Other,Medium,2024-10-12,,Open,0.0,0.0
417,Pena-Mason,2023-06-08,Professional,97,Active,2024-05-18,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
418,"Peterson, Potter and Mitchell",2024-09-25,Professional,97,Canceled,2025-01-14,291,372,Billing Query,Low,2024-10-14,,Open,0.0,0.0
418,"Peterson, Potter and Mitchell",2024-09-25,Professional,97,Canceled,2025-01-14,291,755,Technical Issue,High,2024-06-24,2024-06-30,Resolved,1.0,6.0
419,"Vargas, Mooney and Carroll",2023-03-23,Enterprise,199,Canceled,2024-08-13,199,163,Billing Query,Medium,2024-08-26,2024-08-29,Resolved,3.0,3.0
420,Khan-Phillips,2024-10-18,Enterprise,199,Active,2024-10-30,1990,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
421,Arnold Group,2024-12-29,Enterprise,199,Canceled,2025-01-30,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
422,Duncan Group,2024-07-27,Enterprise,199,Active,2024-08-28,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
423,"Sharp, Rogers and Rivera",2024-04-17,Enterprise,199,Active,2024-10-09,4776,754,Other,Medium,2025-01-29,2025-02-10,Resolved,1.0,12.0
424,Brown PLC,2024-04-26,Starter,47,Active,2024-07-01,564,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
425,"Smith, White and Stephens",2023-03-31,Starter,47,Active,2025-01-04,1081,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
426,Brown PLC,2023-03-31,Professional,97,Canceled,2024-01-25,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
427,Smith-Sullivan,2024-01-19,Professional,97,Canceled,2024-01-27,388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
428,Warren Inc,2023-08-18,Professional,97,Active,2024-10-07,1746,394,Technical Issue,Medium,2024-09-11,2024-09-15,Resolved,3.0,4.0
429,"Brown, Ferguson and Pearson",2023-11-28,Starter,47,Active,2025-01-24,329,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
430,Trujillo PLC,2024-04-05,Starter,47,Active,2024-04-22,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
431,Cooper and Sons,2024-02-27,Enterprise,199,Canceled,2025-01-31,2189,700,Billing Query,Medium,2025-01-25,2025-01-28,In Progress,0.0,3.0
432,Rose LLC,2024-12-18,Starter,47,Canceled,2025-01-31,423,310,Other,Low,2024-05-22,2024-06-05,Resolved,4.0,14.0
432,Rose LLC,2024-12-18,Starter,47,Canceled,2025-01-31,423,877,Feature Request,Low,2025-01-20,2025-01-29,In Progress,0.0,9.0
433,"Little, Miller and Black",2025-01-19,Starter,47,Active,2025-01-22,611,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
434,"Dennis, Cook and Benjamin",2023-08-30,Starter,47,Active,2024-01-25,282,565,Other,Low,2024-10-26,2024-11-07,Resolved,5.0,12.0
435,Holmes-Hoover,2024-12-10,Professional,97,Active,2025-01-22,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
436,Andrews LLC,2023-04-29,Starter,47,Canceled,2024-11-17,564,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
437,Parker-Parker,2024-02-27,Starter,47,Active,2024-07-02,705,57,Login Issues,High,2024-09-25,2024-10-09,Resolved,5.0,14.0
438,Delgado Inc,2024-08-17,Enterprise,199,Canceled,2024-11-01,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
439,Francis-Welch,2024-03-28,Enterprise,199,Active,2024-04-12,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
440,Harrison Ltd,2023-08-08,Starter,47,Canceled,2024-06-15,564,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
441,Barton Ltd,2025-01-27,Professional,97,Canceled,2025-01-28,291,158,Technical Issue,Medium,2024-05-07,2024-05-16,Resolved,4.0,9.0
442,White-Rangel,2023-06-11,Starter,47,Canceled,2023-07-26,329,214,Login Issues,High,2025-01-10,2025-02-09,Resolved,5.0,30.0
443,"Ross, Gutierrez and King",2023-09-26,Enterprise,199,Active,2024-03-14,796,276,Technical Issue,High,2024-09-22,2024-10-20,In Progress,0.0,28.0
444,"Lee, Gilbert and Perkins",2023-02-23,Starter,47,Canceled,2023-05-17,376,867,Other,Medium,2024-05-08,2024-06-03,In Progress,0.0,26.0
445,Wells-Wilson,2024-12-18,Professional,97,Canceled,2025-01-01,485,170,Login Issues,Low,2024-07-17,2024-08-02,In Progress,0.0,16.0
446,Kim Group,2023-06-25,Professional,97,Active,2025-01-20,1261,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
447,"Allen, Thompson and Wilson",2023-11-19,Professional,97,Canceled,2024-01-08,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
448,Welch Inc,2024-12-16,Enterprise,199,Active,2024-12-26,3383,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
449,Owens Inc,2023-08-29,Professional,97,Canceled,2025-01-27,1067,768,Technical Issue,High,2024-10-23,2024-10-26,In Progress,0.0,3.0
449,Owens Inc,2023-08-29,Professional,97,Canceled,2025-01-27,1067,966,Login Issues,High,2024-04-04,2024-04-11,In Progress,0.0,7.0
450,Knox-Barnes,2024-10-22,Enterprise,199,Canceled,2025-01-06,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
451,Black Inc,2023-05-11,Enterprise,199,Canceled,2024-12-26,398,955,Other,Medium,2024-11-16,2024-12-13,Resolved,3.0,27.0
452,Johnson-Williams,2023-05-03,Starter,47,Canceled,2024-02-04,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
453,"Thompson, Tyler and Morton",2024-02-12,Starter,47,Active,2024-03-14,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
454,Griffith Group,2024-09-24,Professional,97,Active,2025-02-02,1067,11,Other,Low,2024-07-06,,Open,0.0,0.0
454,Griffith Group,2024-09-24,Professional,97,Active,2025-02-02,1067,43,Technical Issue,Low,2024-05-27,,Open,0.0,0.0
454,Griffith Group,2024-09-24,Professional,97,Active,2025-02-02,1067,142,Billing Query,High,2024-05-09,2024-06-07,Resolved,3.0,29.0
455,"Reynolds, Davidson and Burns",2023-03-01,Professional,97,Canceled,2024-04-16,873,727,Feature Request,High,2024-10-16,2024-10-20,In Progress,0.0,4.0
456,Martinez-Martin,2023-04-11,Professional,97,Active,2023-08-18,388,333,Technical Issue,Medium,2024-04-11,2024-05-02,Resolved,5.0,21.0
457,Torres Group,2023-12-20,Enterprise,199,Canceled,2024-04-23,2388,83,Other,High,2024-12-13,2024-12-27,Resolved,2.0,14.0
458,Gilmore Ltd,2023-05-12,Professional,97,Active,2024-09-14,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
459,Mccarthy-Mcgee,2024-02-19,Starter,47,Canceled,2024-09-25,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
460,Garcia Group,2023-04-30,Professional,97,Canceled,2023-12-14,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
461,Collins-Whitehead,2024-04-04,Professional,97,Canceled,2024-10-15,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
462,"Gonzalez, Sexton and Brooks",2023-02-08,Professional,97,Active,2023-08-15,1164,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
463,"Garcia, Cox and Bowman",2024-10-09,Professional,97,Active,2025-01-08,1261,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
464,Maldonado and Sons,2024-07-21,Enterprise,199,Canceled,2024-11-12,1194,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
465,Greer PLC,2023-08-18,Starter,47,Active,2024-04-10,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
466,"Brandt, Adams and Castro",2025-01-17,Starter,47,Active,2025-01-22,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
467,Frazier PLC,2024-05-02,Professional,97,Canceled,2025-01-26,97,90,Feature Request,Medium,2024-08-06,2024-08-09,In Progress,0.0,3.0
467,Frazier PLC,2024-05-02,Professional,97,Canceled,2025-01-26,97,360,Other,High,2024-06-15,,Open,0.0,0.0
467,Frazier PLC,2024-05-02,Professional,97,Canceled,2025-01-26,97,378,Feature Request,High,2024-06-27,2024-07-21,Resolved,2.0,24.0
468,"Glover, Willis and Sawyer",2023-10-13,Professional,97,Active,2024-08-03,873,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
469,Campbell Ltd,2023-10-05,Enterprise,199,Canceled,2024-06-29,1393,219,Other,Medium,2024-07-22,2024-08-08,Resolved,1.0,17.0
469,Campbell Ltd,2023-10-05,Enterprise,199,Canceled,2024-06-29,1393,556,Technical Issue,High,2024-02-23,2024-02-28,Resolved,2.0,5.0
470,"Hall, Greene and Castillo",2023-08-11,Enterprise,199,Canceled,2024-12-17,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
471,Mcguire Inc,2023-03-01,Professional,97,Active,2024-02-17,873,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
472,Nichols LLC,2024-08-27,Professional,97,Active,2024-12-04,1358,110,Billing Query,Medium,2024-09-13,2024-09-26,In Progress,0.0,13.0
472,Nichols LLC,2024-08-27,Professional,97,Active,2024-12-04,1358,311,Other,Low,2024-04-21,2024-04-29,Resolved,4.0,8.0
473,Lopez LLC,2023-12-21,Professional,97,Canceled,2024-05-31,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
474,"Weaver, Olson and Hunt",2023-09-29,Professional,97,Active,2024-12-29,97,484,Other,High,2025-01-19,2025-01-21,In Progress,0.0,2.0
475,"Glenn, Jones and Hill",2023-11-21,Starter,47,Canceled,2024-07-31,517,943,Technical Issue,Medium,2025-01-12,,Open,0.0,0.0
476,Fowler-Mooney,2023-10-17,Professional,97,Canceled,2024-07-15,97,505,Feature Request,High,2024-09-16,2024-09-17,In Progress,0.0,1.0
477,"Callahan, Hernandez and Adams",2024-08-06,Professional,97,Active,2024-11-26,970,443,Feature Request,Low,2024-07-05,2024-07-17,In Progress,0.0,12.0
477,"Callahan, Hernandez and Adams",2024-08-06,Professional,97,Active,2024-11-26,970,644,Login Issues,Low,2024-04-30,,Open,0.0,0.0
477,"Callahan, Hernandez and Adams",2024-08-06,Professional,97,Active,2024-11-26,970,783,Billing Query,Low,2024-04-11,,Open,0.0,0.0
478,Robbins Ltd,2024-04-22,Starter,47,Canceled,2024-08-12,94,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
479,Jones-Knight,2024-11-27,Professional,97,Canceled,2024-12-19,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
480,"Pruitt, Stanley and Stevens",2024-02-16,Starter,47,Canceled,2024-03-04,564,229,Feature Request,Low,2024-09-15,2024-10-03,In Progress,0.0,18.0
481,Murphy-Herrera,2023-09-04,Enterprise,199,Active,2024-08-17,4179,857,Billing Query,Medium,2024-03-18,2024-04-10,In Progress,0.0,23.0
482,Dawson and Sons,2023-09-02,Starter,47,Active,2023-11-09,188,250,Billing Query,Medium,2024-12-18,,Open,0.0,0.0
483,Mercer-Ellis,2024-10-25,Enterprise,199,Canceled,2025-01-19,995,21,Billing Query,High,2024-09-04,2024-10-03,Resolved,2.0,29.0
484,Dunn-Green,2023-02-24,Starter,47,Canceled,2024-10-12,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
485,Spencer PLC,2023-03-03,Starter,47,Active,2024-09-11,705,437,Feature Request,Medium,2024-03-19,2024-04-02,Resolved,3.0,14.0
485,Spencer PLC,2023-03-03,Starter,47,Active,2024-09-11,705,723,Feature Request,Medium,2024-07-12,,Open,0.0,0.0
486,Richardson Group,2023-12-01,Enterprise,199,Active,2024-02-07,1990,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
487,Williams and Sons,2023-12-25,Professional,97,Active,2024-03-18,1649,931,Technical Issue,Medium,2024-11-13,2024-12-10,In Progress,0.0,27.0
488,Ward-Elliott,2024-07-13,Enterprise,199,Canceled,2024-11-07,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
489,Fleming-Diaz,2024-04-20,Professional,97,Active,2024-12-10,1940,314,Billing Query,Low,2024-09-18,2024-09-19,Resolved,1.0,1.0
489,Fleming-Diaz,2024-04-20,Professional,97,Active,2024-12-10,1940,982,Login Issues,Medium,2024-09-20,2024-10-10,Resolved,4.0,20.0
490,Richardson-Smith,2023-03-13,Professional,97,Active,2024-10-27,1843,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
491,Ball-Welch,2023-06-27,Enterprise,199,Canceled,2023-08-17,1592,799,Feature Request,Medium,2024-05-05,2024-05-28,Resolved,1.0,23.0
492,Hill-Patton,2025-01-21,Starter,47,Canceled,2025-01-23,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
493,"Silva, Young and Bowen",2024-04-16,Professional,97,Active,2024-06-19,679,801,Technical Issue,High,2024-09-04,,Open,0.0,0.0
494,Chapman Ltd,2023-03-25,Starter,47,Active,2024-08-08,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
495,Estrada-Garcia,2023-09-01,Starter,47,Active,2024-07-14,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
496,"Hernandez, Barnes and Robbins",2024-01-12,Starter,47,Canceled,2024-03-21,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
497,Thomas LLC,2023-04-06,Professional,97,Canceled,2023-11-29,485,223,Technical Issue,Low,2024-10-21,2024-11-05,Resolved,4.0,15.0
498,"Nixon, Lopez and Jones",2024-05-21,Enterprise,199,Canceled,2024-05-23,597,13,Login Issues,Low,2024-08-11,2024-08-15,Resolved,2.0,4.0
498,"Nixon, Lopez and Jones",2024-05-21,Enterprise,199,Canceled,2024-05-23,597,779,Login Issues,Medium,2024-11-25,2024-11-27,Resolved,1.0,2.0
499,Wolfe-Martinez,2023-06-13,Starter,47,Active,2024-06-19,705,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
500,Randolph PLC,2024-03-31,Enterprise,199,Active,2024-05-29,3980,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
501,Dougherty Ltd,2023-02-12,Professional,97,Canceled,2024-06-24,776,870,Feature Request,Low,2024-04-11,,Open,0.0,0.0
502,Thompson-Brown,2024-02-11,Enterprise,199,Active,2024-04-13,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
503,Schwartz-Cooper,2024-12-15,Starter,47,Canceled,2025-01-15,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
504,Stewart-Stevenson,2023-06-17,Enterprise,199,Active,2023-06-27,4179,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
505,Lamb LLC,2023-08-30,Starter,47,Canceled,2024-03-09,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
506,Cline Ltd,2025-01-03,Professional,97,Active,2025-01-05,1649,897,Billing Query,Low,2025-01-25,2025-02-23,Resolved,3.0,29.0
507,"Trujillo, King and Alvarez",2023-05-22,Enterprise,199,Canceled,2023-05-29,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
508,Jones-Mendoza,2023-12-17,Starter,47,Active,2024-11-28,705,661,Feature Request,Low,2024-08-17,2024-08-18,Resolved,5.0,1.0
509,"Hatfield, Jones and Hall",2023-04-25,Starter,47,Active,2024-08-31,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
510,Mason Group,2024-01-30,Enterprise,199,Active,2024-08-05,3980,710,Other,High,2024-08-04,2024-08-22,Resolved,1.0,18.0
510,Mason Group,2024-01-30,Enterprise,199,Active,2024-08-05,3980,895,Other,High,2024-05-10,,Open,0.0,0.0
511,Smith LLC,2023-04-22,Professional,97,Canceled,2024-04-25,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
512,"Cannon, Dickerson and Jones",2023-12-31,Professional,97,Active,2024-06-22,1358,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
513,Thompson-Case,2023-04-04,Enterprise,199,Active,2024-04-19,3184,578,Other,Medium,2024-02-21,2024-03-04,In Progress,0.0,12.0
514,Brady Inc,2023-03-04,Enterprise,199,Active,2023-06-03,4776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
515,Jones-Lee,2024-02-25,Professional,97,Active,2024-06-10,1552,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
516,Johnson Inc,2024-12-11,Enterprise,199,Active,2025-01-19,1791,184,Other,Medium,2024-08-31,2024-09-09,Resolved,4.0,9.0
517,"Gates, Meadows and Calderon",2024-02-17,Enterprise,199,Active,2024-06-09,2587,938,Billing Query,Low,2024-12-15,2025-01-03,Resolved,3.0,19.0
518,"Singleton, Martinez and Smith",2023-11-13,Professional,97,Canceled,2025-01-25,97,440,Technical Issue,Low,2025-01-13,2025-01-16,In Progress,0.0,3.0
519,Green-Thomas,2023-09-17,Starter,47,Active,2023-12-15,752,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
520,Anderson Group,2023-07-20,Enterprise,199,Canceled,2024-01-19,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
521,Nunez and Sons,2024-01-17,Enterprise,199,Active,2024-11-08,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
522,"Andersen, Stevens and Copeland",2024-09-20,Professional,97,Active,2024-11-04,1164,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
523,"Howell, Kelly and Perez",2024-09-15,Starter,47,Canceled,2024-12-14,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
524,Ellis PLC,2025-01-29,Professional,97,Canceled,2025-01-30,776,373,Other,Medium,2024-04-12,2024-04-14,Resolved,4.0,2.0
525,Thomas-Cuevas,2023-11-26,Enterprise,199,Canceled,2024-10-30,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
526,Green and Sons,2023-06-01,Enterprise,199,Canceled,2023-06-27,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
527,Perez PLC,2024-01-01,Professional,97,Canceled,2024-03-11,776,811,Login Issues,High,2024-11-28,2024-12-04,In Progress,0.0,6.0
528,Hayes LLC,2024-12-18,Enterprise,199,Active,2025-01-20,3184,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
529,Walker Inc,2024-04-01,Starter,47,Canceled,2025-01-23,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
